FID_1,OBJECTID,STATION_ID,STATION_NA,WATERBODY_,COMMENTS,LATITUDE,LONGITUDE,RESULT_COU,BEGIN_DATE,END_DATE,TMDL_RUN,WATER_QUAL,BIOLOGY_ST,FID_2,FID_TidalC,OBJECTID_1,Name,CreekID,Total_m,FID_WBID_R,OBJECTID_2,FID_Master,HUC,WBID,DISTRICT,PLANUNIT,GROUP_NUM,GROUP_NAME,BASIN_1,WBUNIT,BODY,CLASS,CHANGES,WBID_Edits,Miles,ParentWBID,areaPH,Acres,Shape_Leng,Shape_Area,Distance
2800,92835,21FLTPA 2759360823459,TP11036E,1587A,"New Station assigned to 1587, Run 44 - P.Homann; Reassigned from 1587 to 1587A, Run 47 - P.Flores; Lat/Longs updated based on values in WIN, Run 58 - R.Stuart",27.99336000000,-82.58300000000,131.00000000000,2011.00000000000,2011.00000000000,Run 44,1.00000000000,0.00000000000,167,103,109,Woods Creek,HC06,2055.53166219000,246,1280,3069,03100206,1587A,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,WOODS CREEK,sq. miles,ESTUARY,3M,,"WBID created (merged WBIDs 1587 and 1591), Run 47",0.08218000000,,2024421.27210000000,500.24539069300,7062.15404119000,2024421.27210000000,40.13531386
2854,93359,21FLTPA G1SW0087,WoodsCreek @ Slow Speed Sign,1587A,"New station assigned to 1587A, Run 57 - R.Stuart",27.97920000000,-82.58360000000,153.00000000000,2017.00000000000,2019.00000000000,Run 57,1.00000000000,0.00000000000,167,103,109,Woods Creek,HC06,2055.53166219000,246,1280,3069,03100206,1587A,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,WOODS CREEK,sq. miles,ESTUARY,3M,,"WBID created (merged WBIDs 1587 and 1591), Run 47",0.08218000000,,2024421.27210000000,500.24539069300,7062.15404119000,2024421.27210000000,13.88206500
886,30433,21FLGFWFTBM000538,,1558I,"Reassigned from 1591 to 1587A, Run 47 - P.Flores; Reassigned from 1587A to 1558I, Run 48 - P.Homann",27.97850000000,-82.58280000000,5.00000000000,2000.00000000000,2000.00000000000,,1.00000000000,0.00000000000,168,103,109,Woods Creek,HC06,2055.53166219000,249,1283,2585,03100206,1558I,SWD,Old Tampa Bay,Group 1,Tampa Bay,OLD TAMPA BAY,sq. miles,ESTUARY,2,,"WBID modified, Run 25 - T.Singleton; WBID modified, Run 55 - J.Mostyn",13.81530000000,,36369533.98430000000,8987.10756898000,45910.43141610000,36369533.98430000000,76.35819782
1184,37680,21FLGFWFTBM990331,,1558I,"Reassigned from 1558H to 1558I, Run 48 - P.Homann",27.97870000000,-82.58350000000,4.00000000000,1999.00000000000,1999.00000000000,,1.00000000000,0.00000000000,168,103,109,Woods Creek,HC06,2055.53166219000,249,1283,2585,03100206,1558I,SWD,Old Tampa Bay,Group 1,Tampa Bay,OLD TAMPA BAY,sq. miles,ESTUARY,2,,"WBID modified, Run 25 - T.Singleton; WBID modified, Run 55 - J.Mostyn",13.81530000000,,36369533.98430000000,8987.10756898000,45910.43141610000,36369533.98430000000,17.32112151
1068,35049,21FLGFWFTBM970028,,1577A,"Reassigned from 1577 to 1577A, Run 43 - K.ODonnell",27.97650000000,-82.57300000000,5.00000000000,1997.00000000000,1997.00000000000,,1.00000000000,0.00000000000,170,104,110,Peppermound Creek,HC07,2358.90533755000,248,1282,3752,03100206,1577A,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,PEPPER MOUND CREEK,sq. miles,ESTUARY,3M,,"WBID created, Run 43 - K.ODonnell",0.00589000000,,1485576.54332000000,367.09395843700,7410.22301865000,1485576.54332000000,64.10149764
1263,40103,21FLGW  22070,SW1-SS-2006 PEPPER MOUND CREEK,1577A,"Reassigned from 1577 to 1577A, Run 43 - K.ODonnell",27.98562000000,-82.57010000000,16.00000000000,2004.00000000000,2004.00000000000,,1.00000000000,0.00000000000,170,104,110,Peppermound Creek,HC07,2358.90533755000,248,1282,3752,03100206,1577A,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,PEPPER MOUND CREEK,sq. miles,ESTUARY,3M,,"WBID created, Run 43 - K.ODonnell",0.00589000000,,1485576.54332000000,367.09395843700,7410.22301865000,1485576.54332000000,14.22429916
1427,47871,21FLHILL502,Ditch at Memorial Highway NW of Town N Country Blvd.,1577A,"Reassigned from 1577 to 1577A, Run 43 - K.ODonnell; Lat/Longs updated based on values in WIN, Run 58 - R.Stuart",27.98554000000,-82.57019000000,1287.00000000000,2005.00000000000,2020.00000000000,Run 41,1.00000000000,0.00000000000,170,104,110,Peppermound Creek,HC07,2358.90533755000,248,1282,3752,03100206,1577A,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,PEPPER MOUND CREEK,sq. miles,ESTUARY,3M,,"WBID created, Run 43 - K.ODonnell",0.00589000000,,1485576.54332000000,367.09395843700,7410.22301865000,1485576.54332000000,18.00677430
2794,92824,21FLTPA 2759080823412,TP11042S,1577A,"New Station assigned to 1577A, Run 44 - P.Homann; Lat/Longs updated based on values in WIN, Run 58 - R.Stuart",27.98561000000,-82.57008000000,225.00000000000,2011.00000000000,2011.00000000000,Run 44,1.00000000000,0.00000000000,170,104,110,Peppermound Creek,HC07,2358.90533755000,248,1282,3752,03100206,1577A,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,PEPPER MOUND CREEK,sq. miles,ESTUARY,3M,,"WBID created, Run 43 - K.ODonnell",0.00589000000,,1485576.54332000000,367.09395843700,7410.22301865000,1485576.54332000000,11.97041482
2797,92830,21FLTPA 2759210823413,TP11041S,1577A,"New Station assigned to 1577A, Run 44 - P.Homann; Lat/Longs updated based on values in WIN, Run 58 - R.Stuart",27.98911000000,-82.56953000000,224.00000000000,2011.00000000000,2011.00000000000,Run 44,1.00000000000,0.00000000000,170,104,110,Peppermound Creek,HC07,2358.90533755000,248,1282,3752,03100206,1577A,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,PEPPER MOUND CREEK,sq. miles,ESTUARY,3M,,"WBID created, Run 43 - K.ODonnell",0.00589000000,,1485576.54332000000,367.09395843700,7410.22301865000,1485576.54332000000,7.70376175
1084,35347,21FLGFWFTBM970340,,1601A,"Reassigned from 1600 to 1601A, Run 45 - K.ODonnell",27.97220000000,-82.56850000000,5.00000000000,1997.00000000000,1997.00000000000,,1.00000000000,0.00000000000,172,105,111,Sweetwater Creek,HC08,12877.08143890000,247,1281,839,03100206,1601A,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,TAMPA BAY CHANNEL,sq. miles,ESTUARY,2,,"WBID created, Run 45 - K.ODonnell",0.22676000000,,2818785.42245000000,696.53704708800,8364.17771480000,2818785.42245000000,171.75875558
1198,38015,21FLGFWFTBM990668,,1601A,"Reassigned from 1600 to 1601A, Run 45 - K.ODonnell",27.97250000000,-82.56870000000,5.00000000000,1999.00000000000,1999.00000000000,,1.00000000000,0.00000000000,172,105,111,Sweetwater Creek,HC08,12877.08143890000,247,1281,839,03100206,1601A,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,TAMPA BAY CHANNEL,sq. miles,ESTUARY,2,,"WBID created, Run 45 - K.ODonnell",0.22676000000,,2818785.42245000000,696.53704708800,8364.17771480000,2818785.42245000000,171.02979116
902,30912,21FLGFWFTBM001025,,1570A,Kevin petrus 9/2007,27.97620000000,-82.56530000000,5.00000000000,2000.00000000000,2000.00000000000,,1.00000000000,0.00000000000,173,105,111,Sweetwater Creek,HC08,12877.08143890000,3423,3299,3068,03100206,1570A,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,SWEETWATER CREEK (TIDAL SEGMENT),sq. miles,ESTUARY,3M,"Waterbody Name revised, Run 34","WBID created, Run 5 - K.Petrus; WBID modified, Run 45 - K.ODonnell",0.06420000000,,3166705.20140000000,782.50989678600,8047.47413794000,3166705.20140000000,161.14268892
954,32372,21FLGFWFTBM010514031,,1570A,"Assigned to 1570A, Run 44 - P.Homann",27.97610000000,-82.56522000000,5.00000000000,2001.00000000000,2001.00000000000,,1.00000000000,0.00000000000,173,105,111,Sweetwater Creek,HC08,12877.08143890000,3423,3299,3068,03100206,1570A,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,SWEETWATER CREEK (TIDAL SEGMENT),sq. miles,ESTUARY,3M,"Waterbody Name revised, Run 34","WBID created, Run 5 - K.Petrus; WBID modified, Run 45 - K.ODonnell",0.06420000000,,3166705.20140000000,782.50989678600,8047.47413794000,3166705.20140000000,147.66124350
1398,47613,21FLHILL104,Sweetwater Creek at Memorial Highway bridge,1570A,"Chg. 9/24/02 K.Petrus from 1570; Lat/long updated based on values in WIN, Run 57 -  R.Stuart",27.98187000000,-82.56260000000,9920.00000000000,1999.00000000000,2020.00000000000,,1.00000000000,0.00000000000,173,105,111,Sweetwater Creek,HC08,12877.08143890000,3423,3299,3068,03100206,1570A,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,SWEETWATER CREEK (TIDAL SEGMENT),sq. miles,ESTUARY,3M,"Waterbody Name revised, Run 34","WBID created, Run 5 - K.Petrus; WBID modified, Run 45 - K.ODonnell",0.06420000000,,3166705.20140000000,782.50989678600,8047.47413794000,3166705.20140000000,2.11233534
1420,47821,21FLHILL24040101,MEMORIAL HWY BR AT SWEETWATER CR,1570A,Chg. 9/24/02 K.Petrus from 1570,27.98220000000,-82.56220000000,10701.00000000000,1974.00000000000,1998.00000000000,,1.00000000000,0.00000000000,173,105,111,Sweetwater Creek,HC08,12877.08143890000,3423,3299,3068,03100206,1570A,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,SWEETWATER CREEK (TIDAL SEGMENT),sq. miles,ESTUARY,3M,"Waterbody Name revised, Run 34","WBID created, Run 5 - K.Petrus; WBID modified, Run 45 - K.ODonnell",0.06420000000,,3166705.20140000000,782.50989678600,8047.47413794000,3166705.20140000000,8.78210811
1490,51054,21FLKWATHIL-SWREEK321-1,HIL-SWREEK321-1,1570A,"Kevin petrus 9/2007; Lat/Longs updated based on values in WIN, Run 58 - R.Stuart",27.99013000000,-82.56147000000,10.00000000000,2000.00000000000,2013.00000000000,,1.00000000000,0.00000000000,173,105,111,Sweetwater Creek,HC08,12877.08143890000,3423,3299,3068,03100206,1570A,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,SWEETWATER CREEK (TIDAL SEGMENT),sq. miles,ESTUARY,3M,"Waterbody Name revised, Run 34","WBID created, Run 5 - K.Petrus; WBID modified, Run 45 - K.ODonnell",0.06420000000,,3166705.20140000000,782.50989678600,8047.47413794000,3166705.20140000000,9.39979483
1491,51055,21FLKWATHIL-SWREEK321-2,HIL-SWREEK321-2,1570A,"Kevin petrus 9/2007; Lat/Longs updated based on values in WIN, Run 58 - R.Stuart",27.99013000000,-82.56147000000,10.00000000000,2000.00000000000,2013.00000000000,,1.00000000000,0.00000000000,173,105,111,Sweetwater Creek,HC08,12877.08143890000,3423,3299,3068,03100206,1570A,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,SWEETWATER CREEK (TIDAL SEGMENT),sq. miles,ESTUARY,3M,"Waterbody Name revised, Run 34","WBID created, Run 5 - K.Petrus; WBID modified, Run 45 - K.ODonnell",0.06420000000,,3166705.20140000000,782.50989678600,8047.47413794000,3166705.20140000000,9.39979483
1492,51056,21FLKWATHIL-SWREEK321-3,HIL-SWREEK321-3,1570A,"Kevin petrus 9/2007; Lat/Longs updated based on values in WIN, Run 58 - R.Stuart",27.99013000000,-82.56147000000,10.00000000000,2000.00000000000,2013.00000000000,,1.00000000000,0.00000000000,173,105,111,Sweetwater Creek,HC08,12877.08143890000,3423,3299,3068,03100206,1570A,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,SWEETWATER CREEK (TIDAL SEGMENT),sq. miles,ESTUARY,3M,"Waterbody Name revised, Run 34","WBID created, Run 5 - K.Petrus; WBID modified, Run 45 - K.ODonnell",0.06420000000,,3166705.20140000000,782.50989678600,8047.47413794000,3166705.20140000000,9.39979483
2787,92790,21FLTPA 275827808234013,SEL07,1570A,J Hand 4/2008 submitted by  PH,27.97439000000,-82.56703000000,341.00000000000,2006.00000000000,2006.00000000000,Run 41,1.00000000000,0.00000000000,173,105,111,Sweetwater Creek,HC08,12877.08143890000,3423,3299,3068,03100206,1570A,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,SWEETWATER CREEK (TIDAL SEGMENT),sq. miles,ESTUARY,3M,"Waterbody Name revised, Run 34","WBID created, Run 5 - K.Petrus; WBID modified, Run 45 - K.ODonnell",0.06420000000,,3166705.20140000000,782.50989678600,8047.47413794000,3166705.20140000000,32.59949723
2788,92797,21FLTPA 275838708233387,SEL05 - Sweetwater Cr.,1570A,J Hand 6/2006,27.97742000000,-82.56075000000,341.00000000000,2006.00000000000,2006.00000000000,,1.00000000000,0.00000000000,173,105,111,Sweetwater Creek,HC08,12877.08143890000,3423,3299,3068,03100206,1570A,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,SWEETWATER CREEK (TIDAL SEGMENT),sq. miles,ESTUARY,3M,"Waterbody Name revised, Run 34","WBID created, Run 5 - K.Petrus; WBID modified, Run 45 - K.ODonnell",0.06420000000,,3166705.20140000000,782.50989678600,8047.47413794000,3166705.20140000000,17.38944995
62,2187,112WRD  02306654,HENRY STREET CANAL NEAR TAMPA FL,1570,"Lat/Longs updated based on values from USGS, Run 58 - R.Stuart",28.00049000000,-82.55632000000,281.00000000000,1993.00000000000,1997.00000000000,,1.00000000000,0.00000000000,174,105,111,Sweetwater Creek,HC08,12877.08143890000,3871,3738,3380,03100206,1570,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,HENRY STREET CANAL,miles,STREAM,3F,"Waterbody Name revised, Run 41 - P.Homann",,5.79200000000,,21526775.35260000000,5319.38203527000,25629.67628820000,21526775.35260000000,43.93338524
1409,47712,21FLHILL163,Lower Sweetwater Creek at Golden Dr.,1570,"J Hand 6/2006; Lat/Longs updated based on values in WIN, Run 58 - R.Stuart",28.00010000000,-82.55175000000,5399.00000000000,2005.00000000000,2020.00000000000,,1.00000000000,0.00000000000,174,105,111,Sweetwater Creek,HC08,12877.08143890000,3871,3738,3380,03100206,1570,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,HENRY STREET CANAL,miles,STREAM,3F,"Waterbody Name revised, Run 41 - P.Homann",,5.79200000000,,21526775.35260000000,5319.38203527000,25629.67628820000,21526775.35260000000,5.16248485
2805,92846,21FLTPA 280000308232017,HEC05 - Henry St. Canal,1570,J Hand 4/2008 submitted by  PH,28.00009000000,-82.53380000000,8.00000000000,2006.00000000000,2006.00000000000,Run 41,1.00000000000,1.00000000000,174,105,111,Sweetwater Creek,HC08,12877.08143890000,3871,3738,3380,03100206,1570,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,HENRY STREET CANAL,miles,STREAM,3F,"Waterbody Name revised, Run 41 - P.Homann",,5.79200000000,,21526775.35260000000,5319.38203527000,25629.67628820000,21526775.35260000000,159.36667084
2806,92847,21FLTPA 280000308232313,HEC06,1570,J Hand 4/2008 submitted by  PH,28.00008000000,-82.54203000000,186.00000000000,2006.00000000000,2006.00000000000,Run 41,1.00000000000,0.00000000000,174,105,111,Sweetwater Creek,HC08,12877.08143890000,3871,3738,3380,03100206,1570,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,HENRY STREET CANAL,miles,STREAM,3F,"Waterbody Name revised, Run 41 - P.Homann",,5.79200000000,,21526775.35260000000,5319.38203527000,25629.67628820000,21526775.35260000000,5.44000262
1020,34148,21FLGFWFTBM960291,,1594,,27.96000000000,-82.53320000000,5.00000000000,1996.00000000000,1996.00000000000,,1.00000000000,0.00000000000,175,106,112,Fish Creek,HC09,7811.17220468000,5013,6505,389,03100206,1594,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,FISH CREEK,sq. miles,ESTUARY,3M,"Waterbody Type changed from STREAM to ESTUARY and Waterbody Class changed from 3F to 3M, Run 43 - K.ODonnell",,0.03243000000,,9942063.78787000000,2456.73746487000,15074.22756140000,9942063.78787000000,112.12425836
1426,47870,21FLHILL501,Fish Creek - SR 60 (N bound) SW of TIA before CCCauseway,1594,"J Hand  3/25/2007; Lat/Longs updated based on values in WIN, Run 58 - R.Stuart",27.96213000000,-82.54573000000,2163.00000000000,2005.00000000000,2020.00000000000,,1.00000000000,0.00000000000,175,106,112,Fish Creek,HC09,7811.17220468000,5013,6505,389,03100206,1594,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,FISH CREEK,sq. miles,ESTUARY,3M,"Waterbody Type changed from STREAM to ESTUARY and Waterbody Class changed from 3F to 3M, Run 43 - K.ODonnell",,0.03243000000,,9942063.78787000000,2456.73746487000,15074.22756140000,9942063.78787000000,2.84133160
2782,92780,21FLTPA 2757370823153,TP11044E,1594,"New Station assigned to 1594, Run 44 - P.Homann; Lat/Longs updated based on values in WIN, Run 58 - R.Stuart",27.96036000000,-82.53147000000,415.00000000000,2011.00000000000,2011.00000000000,Run 44,1.00000000000,0.00000000000,175,106,112,Fish Creek,HC09,7811.17220468000,5013,6505,389,03100206,1594,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,FISH CREEK,sq. miles,ESTUARY,3M,"Waterbody Type changed from STREAM to ESTUARY and Waterbody Class changed from 3F to 3M, Run 43 - K.ODonnell",,0.03243000000,,9942063.78787000000,2456.73746487000,15074.22756140000,9942063.78787000000,62.11945454
2784,92782,21FLTPA 2757430823242,TP11043E,1594,"New Station assigned to 1594, Run 44 - P.Homann",27.96200000000,-82.54497000000,414.00000000000,2011.00000000000,2011.00000000000,Run 44,1.00000000000,0.00000000000,175,106,112,Fish Creek,HC09,7811.17220468000,5013,6505,389,03100206,1594,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,FISH CREEK,sq. miles,ESTUARY,3M,"Waterbody Type changed from STREAM to ESTUARY and Waterbody Class changed from 3F to 3M, Run 43 - K.ODonnell",,0.03243000000,,9942063.78787000000,2456.73746487000,15074.22756140000,9942063.78787000000,12.95837879
170,4665,112WRD  275709082243700,MCKAY BAY TR NEAR TAMPA FL,1584A1,"Reassigned from 1584A  to 1584A1, Run 51 - M.Vogel; Lat/Longs updated based on values from USGS, Run 58 - R.Stuart",27.95280000000,-82.41009000000,2.00000000000,1970.00000000000,1970.00000000000,Run 41,1.00000000000,0.00000000000,177,108,114,,HC13,2675.81732079000,277,2647,3757,03100206,1584A1,SWD,Coastal Hillsborough Bay Tributary,Group 1,Tampa Bay,YBOR CITY DRAIN,sq. miles,ESTUARY,3M,,"WBID created, Run 51 - M.Vogel",0.06630000000,,28008555.56530000000,6921.06480730000,42958.79624700000,28008555.56530000000,29.80788294
916,31440,21FLGFWFTBM004057,,1536E,,27.94400000000,-82.40950000000,5.00000000000,2000.00000000000,2000.00000000000,,1.00000000000,0.00000000000,177,108,114,,HC13,2675.81732079000,277,2647,3757,03100206,1584A1,SWD,Coastal Hillsborough Bay Tributary,Group 1,Tampa Bay,YBOR CITY DRAIN,sq. miles,ESTUARY,3M,,"WBID created, Run 51 - M.Vogel",0.06630000000,,28008555.56530000000,6921.06480730000,42958.79624700000,28008555.56530000000,117.95839310
925,31678,21FLGFWFTBM010144091,,1536E,"Assigned to 1536E, Run 44 - P.Homann",27.94473000000,-82.40817000000,5.00000000000,2001.00000000000,2001.00000000000,,1.00000000000,0.00000000000,177,108,114,,HC13,2675.81732079000,277,2647,3757,03100206,1584A1,SWD,Coastal Hillsborough Bay Tributary,Group 1,Tampa Bay,YBOR CITY DRAIN,sq. miles,ESTUARY,3M,,"WBID created, Run 51 - M.Vogel",0.06630000000,,28008555.56530000000,6921.06480730000,42958.79624700000,28008555.56530000000,196.54806498
956,32452,21FLGFWFTBM010544091,,1536E,"Assigned to 1536E, Run 44 - P.Homann",27.94368000000,-82.41060000000,5.00000000000,2001.00000000000,2001.00000000000,,1.00000000000,0.00000000000,177,108,114,,HC13,2675.81732079000,277,2647,3757,03100206,1584A1,SWD,Coastal Hillsborough Bay Tributary,Group 1,Tampa Bay,YBOR CITY DRAIN,sq. miles,ESTUARY,3M,,"WBID created, Run 51 - M.Vogel",0.06630000000,,28008555.56530000000,6921.06480730000,42958.79624700000,28008555.56530000000,69.63292394
989,33409,21FLGFWFTBM011041021,,1536E,"Assigned to 1536E, Run 44 - P.Homann",27.94397000000,-82.40960000000,5.00000000000,2001.00000000000,2001.00000000000,,1.00000000000,0.00000000000,177,108,114,,HC13,2675.81732079000,277,2647,3757,03100206,1584A1,SWD,Coastal Hillsborough Bay Tributary,Group 1,Tampa Bay,YBOR CITY DRAIN,sq. miles,ESTUARY,3M,,"WBID created, Run 51 - M.Vogel",0.06630000000,,28008555.56530000000,6921.06480730000,42958.79624700000,28008555.56530000000,111.26878028
990,33410,21FLGFWFTBM011041022,,1536E,"Assigned to 1536E, Run 44 - P.Homann",27.94397000000,-82.40960000000,5.00000000000,2001.00000000000,2001.00000000000,,1.00000000000,0.00000000000,177,108,114,,HC13,2675.81732079000,277,2647,3757,03100206,1584A1,SWD,Coastal Hillsborough Bay Tributary,Group 1,Tampa Bay,YBOR CITY DRAIN,sq. miles,ESTUARY,3M,,"WBID created, Run 51 - M.Vogel",0.06630000000,,28008555.56530000000,6921.06480730000,42958.79624700000,28008555.56530000000,111.26878028
1073,35152,21FLGFWFTBM970133,,1536E,,27.94450000000,-82.40850000000,4.00000000000,1997.00000000000,1997.00000000000,,1.00000000000,0.00000000000,177,108,114,,HC13,2675.81732079000,277,2647,3757,03100206,1584A1,SWD,Coastal Hillsborough Bay Tributary,Group 1,Tampa Bay,YBOR CITY DRAIN,sq. miles,ESTUARY,3M,,"WBID created, Run 51 - M.Vogel",0.06630000000,,28008555.56530000000,6921.06480730000,42958.79624700000,28008555.56530000000,174.41186876
2475,90273,21FLTBW PR102428,Tampa_Bay_Palm_River_PR102428,1536E,J Hand 6/2006,27.94408000000,-82.40952000000,17.00000000000,2005.00000000000,2005.00000000000,,1.00000000000,0.00000000000,177,108,114,,HC13,2675.81732079000,277,2647,3757,03100206,1584A1,SWD,Coastal Hillsborough Bay Tributary,Group 1,Tampa Bay,YBOR CITY DRAIN,sq. miles,ESTUARY,3M,,"WBID created, Run 51 - M.Vogel",0.06630000000,,28008555.56530000000,6921.06480730000,42958.79624700000,28008555.56530000000,111.68897401
2488,90286,21FLTBW PR102474,Tampa_Bay_Palm_River_PR102474,1536E,J Hand 6/2006,27.94390000000,-82.40960000000,17.00000000000,2004.00000000000,2004.00000000000,,1.00000000000,0.00000000000,177,108,114,,HC13,2675.81732079000,277,2647,3757,03100206,1584A1,SWD,Coastal Hillsborough Bay Tributary,Group 1,Tampa Bay,YBOR CITY DRAIN,sq. miles,ESTUARY,3M,,"WBID created, Run 51 - M.Vogel",0.06630000000,,28008555.56530000000,6921.06480730000,42958.79624700000,28008555.56530000000,115.28273378
2492,90307,21FLTBW PR102544,Tampa_Bay_Palm_River_PR102544,1536E,J Hand 6/2006,27.94460000000,-82.40842000000,41.00000000000,2005.00000000000,2014.00000000000,,1.00000000000,0.00000000000,177,108,114,,HC13,2675.81732079000,277,2647,3757,03100206,1584A1,SWD,Coastal Hillsborough Bay Tributary,Group 1,Tampa Bay,YBOR CITY DRAIN,sq. miles,ESTUARY,3M,,"WBID created, Run 51 - M.Vogel",0.06630000000,,28008555.56530000000,6921.06480730000,42958.79624700000,28008555.56530000000,177.37457231
3185,103263,PBSJ    PR102266,Lower Palm River/Tampa Bypass Canal,1536E,,27.94330000000,-82.41110000000,26.00000000000,2000.00000000000,2000.00000000000,,1.00000000000,0.00000000000,177,108,114,,HC13,2675.81732079000,277,2647,3757,03100206,1584A1,SWD,Coastal Hillsborough Bay Tributary,Group 1,Tampa Bay,YBOR CITY DRAIN,sq. miles,ESTUARY,3M,,"WBID created, Run 51 - M.Vogel",0.06630000000,,28008555.56530000000,6921.06480730000,42958.79624700000,28008555.56530000000,79.47654314
3189,103267,PBSJ    PR102405,Lower Palm River/Tampa Bypass Canal,1536E,,27.94400000000,-82.40970000000,20.00000000000,2001.00000000000,2001.00000000000,,1.00000000000,0.00000000000,177,108,114,,HC13,2675.81732079000,277,2647,3757,03100206,1584A1,SWD,Coastal Hillsborough Bay Tributary,Group 1,Tampa Bay,YBOR CITY DRAIN,sq. miles,ESTUARY,3M,,"WBID created, Run 51 - M.Vogel",0.06630000000,,28008555.56530000000,6921.06480730000,42958.79624700000,28008555.56530000000,101.13855892
888,30518,21FLGFWFTBM000623,,1584B,"Reassigned from 1584A  to 1584B, Run 51 - M.Vogel",27.94330000000,-82.41200000000,5.00000000000,2000.00000000000,2000.00000000000,,1.00000000000,0.00000000000,178,108,114,,HC13,2675.81732079000,1666,1519,2313,03100206,1584B,SWD,Coastal Hillsborough Bay Tributary,Group 1,Tampa Bay,MCKAY BAY,sq. miles,ESTUARY,3M,,"WBID modified, Run 51 - M.Vogel",1.47810000000,,3924118.98546000000,969.67091882500,12959.78060540000,3924118.98546000000,44.34813562
889,30519,21FLGFWFTBM000624,,1536E,,27.94300000000,-82.41180000000,5.00000000000,2000.00000000000,2000.00000000000,,1.00000000000,0.00000000000,178,108,114,,HC13,2675.81732079000,1666,1519,2313,03100206,1584B,SWD,Coastal Hillsborough Bay Tributary,Group 1,Tampa Bay,MCKAY BAY,sq. miles,ESTUARY,3M,,"WBID modified, Run 51 - M.Vogel",1.47810000000,,3924118.98546000000,969.67091882500,12959.78060540000,3924118.98546000000,77.78380732
906,31124,21FLGFWFTBM001237,,1584B,"Reassigned from 1584A  to 1584B, Run 51 - M.Vogel",27.94320000000,-82.41380000000,5.00000000000,2000.00000000000,2000.00000000000,,1.00000000000,0.00000000000,178,108,114,,HC13,2675.81732079000,1666,1519,2313,03100206,1584B,SWD,Coastal Hillsborough Bay Tributary,Group 1,Tampa Bay,MCKAY BAY,sq. miles,ESTUARY,3M,,"WBID modified, Run 51 - M.Vogel",1.47810000000,,3924118.98546000000,969.67091882500,12959.78060540000,3924118.98546000000,192.78003301
933,31842,21FLGFWFTBM010242031,,1584B,"Assigned to 1584B, Run 44 - P.Homann",27.94273000000,-82.41225000000,5.00000000000,2001.00000000000,2001.00000000000,,1.00000000000,0.00000000000,178,108,114,,HC13,2675.81732079000,1666,1519,2313,03100206,1584B,SWD,Coastal Hillsborough Bay Tributary,Group 1,Tampa Bay,MCKAY BAY,sq. miles,ESTUARY,3M,,"WBID modified, Run 51 - M.Vogel",1.47810000000,,3924118.98546000000,969.67091882500,12959.78060540000,3924118.98546000000,111.77694618
938,32046,21FLGFWFTBM010343061,,1584B,"Assigned to 1584B, Run 44 - P.Homann",27.94308000000,-82.41197000000,5.00000000000,2001.00000000000,2001.00000000000,,1.00000000000,0.00000000000,178,108,114,,HC13,2675.81732079000,1666,1519,2313,03100206,1584B,SWD,Coastal Hillsborough Bay Tributary,Group 1,Tampa Bay,MCKAY BAY,sq. miles,ESTUARY,3M,,"WBID modified, Run 51 - M.Vogel",1.47810000000,,3924118.98546000000,969.67091882500,12959.78060540000,3924118.98546000000,68.23056764
950,32260,21FLGFWFTBM010445051,,1584B,"Assigned to 1584B, Run 44 - P.Homann",27.94308000000,-82.41307000000,5.00000000000,2001.00000000000,2001.00000000000,,1.00000000000,0.00000000000,178,108,114,,HC13,2675.81732079000,1666,1519,2313,03100206,1584B,SWD,Coastal Hillsborough Bay Tributary,Group 1,Tampa Bay,MCKAY BAY,sq. miles,ESTUARY,3M,,"WBID modified, Run 51 - M.Vogel",1.47810000000,,3924118.98546000000,969.67091882500,12959.78060540000,3924118.98546000000,132.04293366
