FID_TidalC,OBJECTID,Name,CreekID,Total_m,slope,LDI_WS,WS_SoilA,WS_Soilb,WS_Soilc,WS_Soild,WS_Soil_,phos_wbid,Pass_Dist_,TN_UAL,TP_UAL,H2o_UAL,TN_Load,TP_Load,H2o_Load,Shape_Leng,LDI_Buffer,Class,Acres_Buff,Acres_WS,FID_WBID_R,OBJECTID_1,FID_Master,HUC,WBID,DISTRICT,PLANUNIT,GROUP_NUM,GROUP_NAME,BASIN_1,WBUNIT,BODY,CLASS_1,CHANGES,WBID_Edits,Miles,ParentWBID,areaPH,Acres,Shape_Le_1,Shape_Area,OpenWater
95,96,,DC04,4988.97145280000,0.00010194800,2.36138778180,0.09681846860,0.00000000000,,0.87116753060,0.03201400070,329.80000000000,52822.28711000000,0.15143107110,0.33243092280,1079.54653890000,3257.21540400000,7150.44220670000,23220568.86600000000,4986.90573258000,1.57977217930,D,119.80562613000,21509.55797500000,1294,1117,4024,03100101,1623A,SD,Lower Peace River,Group 3,Sarasota Bay - Peace - Myakka,PEACE RIVER ABOVE THORNTON BRANCH,miles,STREAM,3F,"Waterbody Name revised, Run 34; Waterbody Type changed from STREAM to ESTUARY and Waterbody Class changed from 3F to 3M, Run 37 - K.ODonnell; Waterbody Name revised, Run 43 - P.Homann; Waterbody Type changed from ESTUARY to STREAM and Waterbody Class cha",,12.43000000000,,23565580.73550000000,5823.18181713000,24907.96702240000,23565580.73550000000,
95,96,,DC04,4988.97145280000,0.00010194800,2.36138778180,0.09681846860,0.00000000000,,0.87116753060,0.03201400070,329.80000000000,52822.28711000000,0.15143107110,0.33243092280,1079.54653890000,3257.21540400000,7150.44220670000,23220568.86600000000,4986.90573258000,1.57977217930,D,119.80562613000,21509.55797500000,6671,6689,1356,03100101,1787A2,SD,Middle Peace River,Group 3,Sarasota Bay - Peace - Myakka,HORSE CREEK (POTABLE PORTION),miles,STREAM,1,,"WBID created, Run 57 - B.Spencer",10.24000000000,,5571175.80169000000,1376.66752170000,34885.63719350000,5571175.80169000000,
96,97,,DC05,1215.50232800000,0.00019435980,3.07233223510,0.04497871430,0.00000000000,,0.95452777560,0.00049351010,329.80000000000,55733.31630000000,0.15143107110,0.33243092280,1079.54653890000,4357.19972640000,9565.19632960000,31062316.66100000000,1217.32727911000,2.81178925100,D,30.01642798200,28773.48547800000,984,783,2969,03100101,2003,SD,Middle Peace River,Group 3,Sarasota Bay - Peace - Myakka,UNNAMED DITCHES,miles,STREAM,3F,"Waterbody Class changed from 3F to 1, Run 38 - K.ODonnell; Waterbody Class changed from 1 to 3F, Run 48 - P.Flores",,6.84000000000,,18774763.90000000000,4639.34519547000,20879.83706900000,18774763.90000000000,
96,97,,DC05,1215.50232800000,0.00019435980,3.07233223510,0.04497871430,0.00000000000,,0.95452777560,0.00049351010,329.80000000000,55733.31630000000,0.15143107110,0.33243092280,1079.54653890000,4357.19972640000,9565.19632960000,31062316.66100000000,1217.32727911000,2.81178925100,D,30.01642798200,28773.48547800000,6671,6689,1356,03100101,1787A2,SD,Middle Peace River,Group 3,Sarasota Bay - Peace - Myakka,HORSE CREEK (POTABLE PORTION),miles,STREAM,1,,"WBID created, Run 57 - B.Spencer",10.24000000000,,5571175.80169000000,1376.66752170000,34885.63719350000,5571175.80169000000,
97,98,,DC06,2266.83020070000,0.00006560550,3.07233223510,0.04497871430,0.00000000000,,0.95452777560,0.00049351010,665.75856922000,56791.72012000000,0.15143107110,0.33243092280,1079.54653890000,4357.19972640000,9565.19632960000,31062316.66100000000,2268.42436731000,2.03221054320,D,55.11933310400,28773.48547800000,984,783,2969,03100101,2003,SD,Middle Peace River,Group 3,Sarasota Bay - Peace - Myakka,UNNAMED DITCHES,miles,STREAM,3F,"Waterbody Class changed from 3F to 1, Run 38 - K.ODonnell; Waterbody Class changed from 1 to 3F, Run 48 - P.Flores",,6.84000000000,,18774763.90000000000,4639.34519547000,20879.83706900000,18774763.90000000000,
97,98,,DC06,2266.83020070000,0.00006560550,3.07233223510,0.04497871430,0.00000000000,,0.95452777560,0.00049351010,665.75856922000,56791.72012000000,0.15143107110,0.33243092280,1079.54653890000,4357.19972640000,9565.19632960000,31062316.66100000000,2268.42436731000,2.03221054320,D,55.11933310400,28773.48547800000,6671,6689,1356,03100101,1787A2,SD,Middle Peace River,Group 3,Sarasota Bay - Peace - Myakka,HORSE CREEK (POTABLE PORTION),miles,STREAM,1,,"WBID created, Run 57 - B.Spencer",10.24000000000,,5571175.80169000000,1376.66752170000,34885.63719350000,5571175.80169000000,
98,99,,DC07,8309.79151160000,0.00006172070,2.36138778180,0.09681846860,0.00000000000,,0.87116753060,0.03201400070,470.65655809000,54790.50960000000,0.15143107110,0.33243092280,1079.54653890000,3257.21540400000,7150.44220670000,23220568.86600000000,8308.45358562000,1.85514886230,D,200.94229463000,21509.55797500000,1065,873,3220,03100101,1623B,SD,Middle Peace River,Group 3,Sarasota Bay - Peace - Myakka,PEACE RIVER ABOVE HORSE CREEK,miles,STREAM,3F,"Waterbody Name revised, Run 34",,26.44400000000,,69574385.65950000000,17192.20510870000,44258.89878680000,69574385.65950000000,
99,100,,DC08,964.00172928000,0.00000000000,2.36138778180,0.09681846860,0.00000000000,,0.87116753060,0.03201400070,329.80000000000,50070.30098000000,0.15143107110,0.33243092280,1079.54653890000,3257.21540400000,7150.44220670000,23220568.86600000000,962.77883600900,1.00000000000,D,22.99034212000,21509.55797500000,1294,1117,4024,03100101,1623A,SD,Lower Peace River,Group 3,Sarasota Bay - Peace - Myakka,PEACE RIVER ABOVE THORNTON BRANCH,miles,STREAM,3F,"Waterbody Name revised, Run 34; Waterbody Type changed from STREAM to ESTUARY and Waterbody Class changed from 3F to 3M, Run 37 - K.ODonnell; Waterbody Name revised, Run 43 - P.Homann; Waterbody Type changed from ESTUARY to STREAM and Waterbody Class cha",,12.43000000000,,23565580.73550000000,5823.18181713000,24907.96702240000,23565580.73550000000,
100,101,,DC09,3153.98510900000,0.00000000000,2.59674242740,0.07825205570,0.00000000000,,0.90135924390,0.02038870040,329.80000000000,50466.22203000000,0.15143107110,0.33243092280,1079.54653890000,5211.43692950000,11440.47106400000,37152142.27700000000,3151.14761518000,1.00000000000,D,62.40002021700,34414.58143500000,1294,1117,4024,03100101,1623A,SD,Lower Peace River,Group 3,Sarasota Bay - Peace - Myakka,PEACE RIVER ABOVE THORNTON BRANCH,miles,STREAM,3F,"Waterbody Name revised, Run 34; Waterbody Type changed from STREAM to ESTUARY and Waterbody Class changed from 3F to 3M, Run 37 - K.ODonnell; Waterbody Name revised, Run 43 - P.Homann; Waterbody Type changed from ESTUARY to STREAM and Waterbody Class cha",,12.43000000000,,23565580.73550000000,5823.18181713000,24907.96702240000,23565580.73550000000,
100,101,,DC09,3153.98510900000,0.00000000000,2.59674242740,0.07825205570,0.00000000000,,0.90135924390,0.02038870040,329.80000000000,50466.22203000000,0.15143107110,0.33243092280,1079.54653890000,5211.43692950000,11440.47106400000,37152142.27700000000,3151.14761518000,1.00000000000,D,62.40002021700,34414.58143500000,2004,1884,2973,03100101,2008,SD,Lower Peace River,Group 3,Sarasota Bay - Peace - Myakka,THORNTON BRANCH,miles,STREAM,3F,,,14.11200000000,,50978068.63570000000,12596.95509670000,41055.27317470000,50978068.63570000000,
101,102,Thornton Branch,DC10,11037.44215000000,0.00003788850,2.59674242740,0.07825205570,0.00000000000,,0.90135924390,0.02038870040,347.09486266000,49226.75392000000,0.15143107110,0.33243092280,1079.54653890000,5211.43692950000,11440.47106400000,37152142.27700000000,11041.01221740000,1.92849382510,D,247.39677652000,34414.58143500000,2004,1884,2973,03100101,2008,SD,Lower Peace River,Group 3,Sarasota Bay - Peace - Myakka,THORNTON BRANCH,miles,STREAM,3F,,,14.11200000000,,50978068.63570000000,12596.95509670000,41055.27317470000,50978068.63570000000,
101,102,Thornton Branch,DC10,11037.44215000000,0.00003788850,2.59674242740,0.07825205570,0.00000000000,,0.90135924390,0.02038870040,347.09486266000,49226.75392000000,0.15143107110,0.33243092280,1079.54653890000,5211.43692950000,11440.47106400000,37152142.27700000000,11041.01221740000,1.92849382510,D,247.39677652000,34414.58143500000,3085,2994,3428,03100101,2035,SD,Lower Peace River,Group 3,Sarasota Bay - Peace - Myakka,LEE BRANCH,miles,STREAM,3F,,,6.91800000000,,18306217.04280000000,4523.56474558000,20977.08688810000,18306217.04280000000,
102,103,,DC11,1765.95949880000,0.00010909630,3.84482297200,0.03803921370,0.04463098960,,0.82797209500,0.08935770170,329.80000000000,49567.53978000000,0.15143107110,0.33243092280,1079.54653890000,3990.38152230000,8759.93415210000,28447283.17000000000,1766.96166692000,2.56241279320,D,43.35333198900,26351.14109800000,3086,2995,3430,03100101,2056C1,SD,Lower Peace River,Group 3,Sarasota Bay - Peace - Myakka,PEACE RIVER ESTUARY (UPPER SEGMENT NORTH),sq. miles,ESTUARY,3M,,"WBID created (WBID 2056C was split into 2056C1 and 2056C2), Run 52 - R.Wiwi",0.91025000000,,19161687.66870000000,4734.95614094000,22457.48986070000,19161687.66870000000,
103,104,Double Branch Creek,HC01,8628.93762700000,0.00000698853,4.17281662420,0.05760887080,0.00000000000,,0.85366149090,0.08872963830,536.59100000000,54851.17647000000,1.60269475310,0.33086844200,1337.40980580000,34615.27623300000,7146.15337370000,28885606.43000000000,8626.58711616000,3.76423407930,D,183.09778109000,21598.17155800000,3030,2938,3362,03100206,1513E,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,DOUBLE BRANCH (FRESHWATER SEGMENT),miles,STREAM,3F,,"WBID created, Run 41 - K.ODonnell",8.84300000000,,58521702.60210000000,14461.02764560000,50213.45251640000,58521702.60210000000,
103,104,Double Branch Creek,HC01,8628.93762700000,0.00000698853,4.17281662420,0.05760887080,0.00000000000,,0.85366149090,0.08872963830,536.59100000000,54851.17647000000,1.60269475310,0.33086844200,1337.40980580000,34615.27623300000,7146.15337370000,28885606.43000000000,8626.58711616000,3.76423407930,D,183.09778109000,21598.17155800000,6193,6160,3362,03100206,1513F,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,DOUBLE BRANCH (ESTUARINE SEGMENT),sq. miles,ESTUARY,2,"Waterbody Class changed from 3M to 2, Run 42 - J.Rich-Zeisler","WBID created, Run 41 - K.ODonnell",0.59419000000,,9717707.58631000000,2401.29784010000,15845.65774880000,9717707.58631000000,
104,105,,HC02,2406.55982210000,0.00002955800,4.17281662420,0.05760887080,0.00000000000,,0.85366149090,0.08872963830,536.59100000000,54491.12888000000,1.60269475310,0.33086844200,1337.40980580000,34615.27623300000,7146.15337370000,28885606.43000000000,2406.88315500000,3.31787265870,D,54.44226655400,21598.17155800000,3030,2938,3362,03100206,1513E,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,DOUBLE BRANCH (FRESHWATER SEGMENT),miles,STREAM,3F,,"WBID created, Run 41 - K.ODonnell",8.84300000000,,58521702.60210000000,14461.02764560000,50213.45251640000,58521702.60210000000,
104,105,,HC02,2406.55982210000,0.00002955800,4.17281662420,0.05760887080,0.00000000000,,0.85366149090,0.08872963830,536.59100000000,54491.12888000000,1.60269475310,0.33086844200,1337.40980580000,34615.27623300000,7146.15337370000,28885606.43000000000,2406.88315500000,3.31787265870,D,54.44226655400,21598.17155800000,6193,6160,3362,03100206,1513F,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,DOUBLE BRANCH (ESTUARINE SEGMENT),sq. miles,ESTUARY,2,"Waterbody Class changed from 3M to 2, Run 42 - J.Rich-Zeisler","WBID created, Run 41 - K.ODonnell",0.59419000000,,9717707.58631000000,2401.29784010000,15845.65774880000,9717707.58631000000,
105,106,Channel A,HC03,7393.57574380000,0.00000543861,5.28362241780,0.13068472230,0.00349153940,,0.78903346450,0.07679027370,536.59100000000,51748.57896000000,1.60269475310,0.33086844200,1337.40980580000,55521.12821900000,11462.06360100000,46331031.63800000000,7392.89770466000,5.78254061440,D,93.64881638700,34642.35975900000,1397,1158,519,03100206,1507,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,ROCKY CREEK,miles,STREAM,3F,,"WBID modified, Run 24 - K.Petrus",11.79700000000,,28637991.77530000000,7076.60188208000,44558.91203370000,28637991.77530000000,
105,106,Channel A,HC03,7393.57574380000,0.00000543861,5.28362241780,0.13068472230,0.00349153940,,0.78903346450,0.07679027370,536.59100000000,51748.57896000000,1.60269475310,0.33086844200,1337.40980580000,55521.12821900000,11462.06360100000,46331031.63800000000,7392.89770466000,5.78254061440,D,93.64881638700,34642.35975900000,6554,6561,4129,03100206,1507A,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,ROCKY CREEK (CHANNEL A),sq. miles,ESTUARY,2,"Waterbody Name revised, Run 39 - K.ODonnell",,0.17942000000,,2465373.52437000000,609.20706519900,9780.90740361000,2465373.52437000000,
106,107,,HC04,1911.83903290000,0.00000000000,5.28362241780,0.13068472230,0.00349153940,,0.78903346450,0.07679027370,536.59100000000,50239.82659000000,1.60269475310,0.33086844200,1337.40980580000,55521.12821900000,11462.06360100000,46331031.63800000000,1913.25437618000,1.01018289190,D,24.16429430900,34642.35975900000,6194,6161,4129,03100206,1563,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,ROCKY CREEK (LOWER SEGMENT),sq. miles,ESTUARY,2,"Waterbody Name revised, Run 34; Waterbody Class changed from 3M to 2, Run 42 - J.Rich-Zeisler","WBID modified, Run 24 - K.Petrus",0.25083000000,,6382413.35512000000,1577.12868680000,14035.90048720000,6382413.35512000000,
106,107,,HC04,1911.83903290000,0.00000000000,5.28362241780,0.13068472230,0.00349153940,,0.78903346450,0.07679027370,536.59100000000,50239.82659000000,1.60269475310,0.33086844200,1337.40980580000,55521.12821900000,11462.06360100000,46331031.63800000000,1913.25437618000,1.01018289190,D,24.16429430900,34642.35975900000,6555,6562,520,03100206,1581,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,DOUBLE BAYOU,sq. miles,ESTUARY,2,"Waterbody Class changed from 3M to 2, Run 42 - J.Rich-Zeisler",,0.13563000000,,2128463.41124000000,525.95476317300,7306.94250735000,2128463.41124000000,
107,108,Rocky Creek/Channel G,HC05,16344.62347100000,0.00000445817,5.58279335080,0.15826827760,0.00249449440,,0.75819369390,0.08104353410,646.06981881000,49276.53142000000,1.60269475310,0.33086844200,1337.40980580000,77712.82644800000,16043.43045500000,64849464.27300000000,16343.89076870000,6.08341551020,B,270.79439297000,48488.85060600000,249,1283,2585,03100206,1558I,SWD,Old Tampa Bay,Group 1,Tampa Bay,OLD TAMPA BAY,sq. miles,ESTUARY,2,,"WBID modified, Run 25 - T.Singleton; WBID modified, Run 55 - J.Mostyn",13.81530000000,,36369533.98430000000,8987.10756898000,45910.43141610000,36369533.98430000000,
107,108,Rocky Creek/Channel G,HC05,16344.62347100000,0.00000445817,5.58279335080,0.15826827760,0.00249449440,,0.75819369390,0.08104353410,646.06981881000,49276.53142000000,1.60269475310,0.33086844200,1337.40980580000,77712.82644800000,16043.43045500000,64849464.27300000000,16343.89076870000,6.08341551020,B,270.79439297000,48488.85060600000,1397,1158,519,03100206,1507,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,ROCKY CREEK,miles,STREAM,3F,,"WBID modified, Run 24 - K.Petrus",11.79700000000,,28637991.77530000000,7076.60188208000,44558.91203370000,28637991.77530000000,
107,108,Rocky Creek/Channel G,HC05,16344.62347100000,0.00000445817,5.58279335080,0.15826827760,0.00249449440,,0.75819369390,0.08104353410,646.06981881000,49276.53142000000,1.60269475310,0.33086844200,1337.40980580000,77712.82644800000,16043.43045500000,64849464.27300000000,16343.89076870000,6.08341551020,B,270.79439297000,48488.85060600000,3861,3728,3369,03100206,1516,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,SWEETWATER CREEK,miles,STREAM,3F,,"WBID modified, Run 46 - K.ODonnell",12.87100000000,,45169207.70540000000,11161.55430060000,78261.55328600000,45169207.70540000000,
107,108,Rocky Creek/Channel G,HC05,16344.62347100000,0.00000445817,5.58279335080,0.15826827760,0.00249449440,,0.75819369390,0.08104353410,646.06981881000,49276.53142000000,1.60269475310,0.33086844200,1337.40980580000,77712.82644800000,16043.43045500000,64849464.27300000000,16343.89076870000,6.08341551020,B,270.79439297000,48488.85060600000,6194,6161,4129,03100206,1563,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,ROCKY CREEK (LOWER SEGMENT),sq. miles,ESTUARY,2,"Waterbody Name revised, Run 34; Waterbody Class changed from 3M to 2, Run 42 - J.Rich-Zeisler","WBID modified, Run 24 - K.Petrus",0.25083000000,,6382413.35512000000,1577.12868680000,14035.90048720000,6382413.35512000000,
108,109,Woods Creek,HC06,2058.66632290000,0.00000000000,7.15529754480,0.32318235960,0.00000000000,,0.58558941100,0.09122822930,536.59100000000,48796.06747000000,1.60269475310,0.33086844200,1337.40980580000,22028.15501400000,4547.60416210000,18381959.79800000000,2055.53166219000,5.87724023770,B,34.62376722500,13744.44820000000,246,1280,3069,03100206,1587A,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,WOODS CREEK,sq. miles,ESTUARY,3M,,"WBID created (merged WBIDs 1587 and 1591), Run 47",0.08218000000,,2024421.27210000000,500.24539069300,7062.15404119000,2024421.27210000000,
108,109,Woods Creek,HC06,2058.66632290000,0.00000000000,7.15529754480,0.32318235960,0.00000000000,,0.58558941100,0.09122822930,536.59100000000,48796.06747000000,1.60269475310,0.33086844200,1337.40980580000,22028.15501400000,4547.60416210000,18381959.79800000000,2055.53166219000,5.87724023770,B,34.62376722500,13744.44820000000,249,1283,2585,03100206,1558I,SWD,Old Tampa Bay,Group 1,Tampa Bay,OLD TAMPA BAY,sq. miles,ESTUARY,2,,"WBID modified, Run 25 - T.Singleton; WBID modified, Run 55 - J.Mostyn",13.81530000000,,36369533.98430000000,8987.10756898000,45910.43141610000,36369533.98430000000,
108,109,Woods Creek,HC06,2058.66632290000,0.00000000000,7.15529754480,0.32318235960,0.00000000000,,0.58558941100,0.09122822930,536.59100000000,48796.06747000000,1.60269475310,0.33086844200,1337.40980580000,22028.15501400000,4547.60416210000,18381959.79800000000,2055.53166219000,5.87724023770,B,34.62376722500,13744.44820000000,6194,6161,4129,03100206,1563,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,ROCKY CREEK (LOWER SEGMENT),sq. miles,ESTUARY,2,"Waterbody Name revised, Run 34; Waterbody Class changed from 3M to 2, Run 42 - J.Rich-Zeisler","WBID modified, Run 24 - K.Petrus",0.25083000000,,6382413.35512000000,1577.12868680000,14035.90048720000,6382413.35512000000,
109,110,Peppermound Creek,HC07,2363.12613000000,0.00002239640,7.15529754480,0.32318235960,0.00000000000,,0.58558941100,0.09122822930,536.59100000000,48394.81117000000,1.60269475310,0.33086844200,1337.40980580000,22028.15501400000,4547.60416210000,18381959.79800000000,2358.90533755000,6.28723375730,B,58.22155887700,13744.44820000000,248,1282,3752,03100206,1577A,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,PEPPER MOUND CREEK,sq. miles,ESTUARY,3M,,"WBID created, Run 43 - K.ODonnell",0.00589000000,,1485576.54332000000,367.09395843700,7410.22301865000,1485576.54332000000,
109,110,Peppermound Creek,HC07,2363.12613000000,0.00002239640,7.15529754480,0.32318235960,0.00000000000,,0.58558941100,0.09122822930,536.59100000000,48394.81117000000,1.60269475310,0.33086844200,1337.40980580000,22028.15501400000,4547.60416210000,18381959.79800000000,2358.90533755000,6.28723375730,B,58.22155887700,13744.44820000000,249,1283,2585,03100206,1558I,SWD,Old Tampa Bay,Group 1,Tampa Bay,OLD TAMPA BAY,sq. miles,ESTUARY,2,,"WBID modified, Run 25 - T.Singleton; WBID modified, Run 55 - J.Mostyn",13.81530000000,,36369533.98430000000,8987.10756898000,45910.43141610000,36369533.98430000000,
110,111,Sweetwater Creek,HC08,12873.81896000000,0.00001186950,7.15529754480,0.32318235960,0.00000000000,,0.58558941100,0.09122822930,565.38078953000,48098.16143000000,1.60269475310,0.33086844200,1337.40980580000,22028.15501400000,4547.60416210000,18381959.79800000000,12877.08143890000,6.68258438520,B,272.54490810000,13744.44820000000,247,1281,839,03100206,1601A,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,TAMPA BAY CHANNEL,sq. miles,ESTUARY,2,,"WBID created, Run 45 - K.ODonnell",0.22676000000,,2818785.42245000000,696.53704708800,8364.17771480000,2818785.42245000000,
110,111,Sweetwater Creek,HC08,12873.81896000000,0.00001186950,7.15529754480,0.32318235960,0.00000000000,,0.58558941100,0.09122822930,565.38078953000,48098.16143000000,1.60269475310,0.33086844200,1337.40980580000,22028.15501400000,4547.60416210000,18381959.79800000000,12877.08143890000,6.68258438520,B,272.54490810000,13744.44820000000,3423,3299,3068,03100206,1570A,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,SWEETWATER CREEK (TIDAL SEGMENT),sq. miles,ESTUARY,3M,"Waterbody Name revised, Run 34","WBID created, Run 5 - K.Petrus; WBID modified, Run 45 - K.ODonnell",0.06420000000,,3166705.20140000000,782.50989678600,8047.47413794000,3166705.20140000000,
110,111,Sweetwater Creek,HC08,12873.81896000000,0.00001186950,7.15529754480,0.32318235960,0.00000000000,,0.58558941100,0.09122822930,565.38078953000,48098.16143000000,1.60269475310,0.33086844200,1337.40980580000,22028.15501400000,4547.60416210000,18381959.79800000000,12877.08143890000,6.68258438520,B,272.54490810000,13744.44820000000,3871,3738,3380,03100206,1570,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,HENRY STREET CANAL,miles,STREAM,3F,"Waterbody Name revised, Run 41 - P.Homann",,5.79200000000,,21526775.35260000000,5319.38203527000,25629.67628820000,21526775.35260000000,
111,112,Fish Creek,HC09,7806.81205450000,0.00004853590,7.15529754480,0.32318235960,0.00000000000,,0.58558941100,0.09122822930,536.59100000000,46996.48962000000,1.60269475310,0.33086844200,1337.40980580000,22028.15501400000,4547.60416210000,18381959.79800000000,7811.17220468000,7.43141074200,B,180.73863156000,13744.44820000000,5013,6505,389,03100206,1594,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,FISH CREEK,sq. miles,ESTUARY,3M,"Waterbody Type changed from STREAM to ESTUARY and Waterbody Class changed from 3F to 3M, Run 43 - K.ODonnell",,0.03243000000,,9942063.78787000000,2456.73746487000,15074.22756140000,9942063.78787000000,
112,113,Lemon Street Ditch,HC10,2452.33800080000,0.00003476690,7.15529754480,0.32318235960,0.00000000000,,0.58558941100,0.09122822930,536.59100000000,45800.52522000000,1.60269475310,0.33086844200,1337.40980580000,22028.15501400000,4547.60416210000,18381959.79800000000,2454.68001116000,6.94483497860,B,58.77480973700,13744.44820000000,6504,6503,745,03100206,1606,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,LEMON STREET DITCH,sq. miles,ESTUARY,3M,"Waterbody Name revised, Run 34",,0.00862000000,,8987203.08538000000,2220.78624674000,16789.08455940000,8987203.08538000000,
113,114,,HC13,2679.91992890000,0.00010613960,6.37298248670,0.33821158500,0.00000000000,0.0040721213,0.51530912770,0.14240716600,707.13823434000,52990.51485000000,2.64106066650,0.59777954150,1885.43731020000,132280.11053000000,29940.37389100000,94433974.56400000000,2675.81732079000,5.67245204070,A,62.85267648900,50085.97955100000,277,2647,3757,03100206,1584A1,SWD,Coastal Hillsborough Bay Tributary,Group 1,Tampa Bay,YBOR CITY DRAIN,sq. miles,ESTUARY,3M,,"WBID created, Run 51 - M.Vogel",0.06630000000,,28008555.56530000000,6921.06480730000,42958.79624700000,28008555.56530000000,
113,114,,HC13,2679.91992890000,0.00010613960,6.37298248670,0.33821158500,0.00000000000,0.0040721213,0.51530912770,0.14240716600,707.13823434000,52990.51485000000,2.64106066650,0.59777954150,1885.43731020000,132280.11053000000,29940.37389100000,94433974.56400000000,2675.81732079000,5.67245204070,A,62.85267648900,50085.97955100000,1666,1519,2313,03100206,1584B,SWD,Coastal Hillsborough Bay Tributary,Group 1,Tampa Bay,MCKAY BAY,sq. miles,ESTUARY,3M,,"WBID modified, Run 51 - M.Vogel",1.47810000000,,3924118.98546000000,969.67091882500,12959.78060540000,3924118.98546000000,
114,115,,HC14,1926.67509600000,0.00008443820,5.83760751200,0.37936198300,0.00000000000,0.0080149318,0.55309654550,0.05952653970,707.63100000000,55636.84711000000,2.64106066650,0.59777954150,1885.43731020000,67207.13983300000,15211.71162200000,47978772.52900000000,1929.05368503000,6.31143029370,B,46.39839686500,25447.02614600000,454,282,3706,03100206,1536A,SWD,Coastal Hillsborough Bay Tributary,Group 1,Tampa Bay,SOUTH TAMPA CANAL,miles,STREAM,3F,"Waterbody Name revised, Run 49 - P.Flores",,3.37600000000,,8023087.63492000000,1982.54813057000,15399.97512870000,8023087.63492000000,
114,115,,HC14,1926.67509600000,0.00008443820,5.83760751200,0.37936198300,0.00000000000,0.0080149318,0.55309654550,0.05952653970,707.63100000000,55636.84711000000,2.64106066650,0.59777954150,1885.43731020000,67207.13983300000,15211.71162200000,47978772.52900000000,1929.05368503000,6.31143029370,B,46.39839686500,25447.02614600000,1428,1213,830,03100206,1536E,SWD,Coastal Hillsborough Bay Tributary,Group 1,Tampa Bay,PALM RIVER,sq. miles,ESTUARY,3M,,"WBID modified, Run 30 - K.Petrus; WBID modified, Run 55 - B.Spencer",0.36914000000,,7448884.04578000000,1840.65933364000,14667.49933700000,7448884.04578000000,
115,116,,HC15,2152.30012340000,0.00000000000,5.88360968610,0.32562516760,0.00000000000,0.0039255864,0.60723666260,0.06321258350,707.63100000000,51562.13673000000,2.64106066650,0.59777954150,1885.43731020000,137217.89474000000,31057.99546500000,97959028.98200000000,2151.29629230000,2.42190125000,A,51.72019911300,51955.60120300000,683,527,3809,03100206,1615,SWD,Coastal Hillsborough Bay Tributary,Group 1,Tampa Bay,DRAINAGE TO MCKAY BAY,sq. miles,ESTUARY,3M,"Waterbody name revised, Run 55 - C.Musson",,0.01856000000,,5269491.32085000000,1302.11966298000,14311.45847599990,5269491.32085000000,
115,116,,HC15,2152.30012340000,0.00000000000,5.88360968610,0.32562516760,0.00000000000,0.0039255864,0.60723666260,0.06321258350,707.63100000000,51562.13673000000,2.64106066650,0.59777954150,1885.43731020000,137217.89474000000,31057.99546500000,97959028.98200000000,2151.29629230000,2.42190125000,A,51.72019911300,51955.60120300000,1428,1213,830,03100206,1536E,SWD,Coastal Hillsborough Bay Tributary,Group 1,Tampa Bay,PALM RIVER,sq. miles,ESTUARY,3M,,"WBID modified, Run 30 - K.Petrus; WBID modified, Run 55 - B.Spencer",0.36914000000,,7448884.04578000000,1840.65933364000,14667.49933700000,7448884.04578000000,
116,117,Ironhead Creek,HC16,3749.36264470000,0.00004125000,5.92776968050,0.27404025830,0.00000000000,,0.65920872310,0.06675101860,707.63100000000,51222.46428000000,2.64106066650,0.59777954150,1885.43731020000,70010.75490800000,15846.28384300000,49980256.45300000000,3750.46653133000,3.81882780750,B,88.64177423800,26508.57505700000,683,527,3809,03100206,1615,SWD,Coastal Hillsborough Bay Tributary,Group 1,Tampa Bay,DRAINAGE TO MCKAY BAY,sq. miles,ESTUARY,3M,"Waterbody name revised, Run 55 - C.Musson",,0.01856000000,,5269491.32085000000,1302.11966298000,14311.45847599990,5269491.32085000000,
